,Propositions
2841,"red = 20 , green = 30 , purple = 40 , yellow = 20"
2842,"red = 20 , green = 30 , purple = 40 , yellow = 30"
2843,"red = 20 , green = 30 , purple = 40 , yellow = 40"
2844,"red = 20 , green = 30 , purple = 40 , yellow = 50"
2845,"red = 20 , green = 30 , purple = 50 , yellow = 10"
2846,"red = 20 , green = 30 , purple = 50 , yellow = 20"
2847,"red = 20 , green = 30 , purple = 50 , yellow = 30"
2848,"red = 20 , green = 30 , purple = 50 , yellow = 40"
2849,"red = 20 , green = 30 , purple = 50 , yellow = 50"
2850,"red = 20 , green = 40 , purple = 10 , yellow = 10"
2851,"red = 20 , green = 40 , purple = 10 , yellow = 20"
2852,"red = 20 , green = 40 , purple = 10 , yellow = 30"
2853,"red = 20 , green = 40 , purple = 10 , yellow = 40"
2854,"red = 20 , green = 40 , purple = 10 , yellow = 50"
2855,"red = 20 , green = 40 , purple = 20 , yellow = 10"
2856,"red = 20 , green = 40 , purple = 20 , yellow = 20"
2857,"red = 20 , green = 40 , purple = 20 , yellow = 30"
2858,"red = 20 , green = 40 , purple = 20 , yellow = 40"
2859,"red = 20 , green = 40 , purple = 20 , yellow = 50"
2860,"red = 20 , green = 40 , purple = 30 , yellow = 10"
2861,"red = 20 , green = 40 , purple = 30 , yellow = 20"
2862,"red = 20 , green = 40 , purple = 30 , yellow = 30"
2863,"red = 20 , green = 40 , purple = 30 , yellow = 40"
2864,"red = 20 , green = 40 , purple = 30 , yellow = 50"
2865,"red = 20 , green = 40 , purple = 40 , yellow = 10"
2866,"red = 20 , green = 40 , purple = 40 , yellow = 20"
2867,"red = 20 , green = 40 , purple = 40 , yellow = 30"
2868,"red = 20 , green = 40 , purple = 40 , yellow = 40"
2869,"red = 20 , green = 40 , purple = 40 , yellow = 50"
2870,"red = 20 , green = 40 , purple = 50 , yellow = 10"
2871,"red = 20 , green = 40 , purple = 50 , yellow = 20"
2872,"red = 20 , green = 40 , purple = 50 , yellow = 30"
2873,"red = 20 , green = 40 , purple = 50 , yellow = 40"
2874,"red = 20 , green = 40 , purple = 50 , yellow = 50"
2875,"red = 20 , green = 50 , purple = 10 , yellow = 10"
2876,"red = 20 , green = 50 , purple = 10 , yellow = 20"
2877,"red = 20 , green = 50 , purple = 10 , yellow = 30"
2878,"red = 20 , green = 50 , purple = 10 , yellow = 40"
2879,"red = 20 , green = 50 , purple = 10 , yellow = 50"
2880,"red = 20 , green = 50 , purple = 20 , yellow = 10"
2881,"red = 20 , green = 50 , purple = 20 , yellow = 20"
2882,"red = 20 , green = 50 , purple = 20 , yellow = 30"
2883,"red = 20 , green = 50 , purple = 20 , yellow = 40"
2884,"red = 20 , green = 50 , purple = 20 , yellow = 50"
2885,"red = 20 , green = 50 , purple = 30 , yellow = 10"
2886,"red = 20 , green = 50 , purple = 30 , yellow = 20"
2887,"red = 20 , green = 50 , purple = 30 , yellow = 30"
2888,"red = 20 , green = 50 , purple = 30 , yellow = 40"
2889,"red = 20 , green = 50 , purple = 30 , yellow = 50"
2890,"red = 20 , green = 50 , purple = 40 , yellow = 10"
2891,"red = 20 , green = 50 , purple = 40 , yellow = 20"
2892,"red = 20 , green = 50 , purple = 40 , yellow = 30"
2893,"red = 20 , green = 50 , purple = 40 , yellow = 40"
2894,"red = 20 , green = 50 , purple = 40 , yellow = 50"
2895,"red = 20 , green = 50 , purple = 50 , yellow = 10"
2896,"red = 20 , green = 50 , purple = 50 , yellow = 20"
2897,"red = 20 , green = 50 , purple = 50 , yellow = 30"
2898,"red = 20 , green = 50 , purple = 50 , yellow = 40"
2899,"red = 20 , green = 50 , purple = 50 , yellow = 50"
2900,"red = 30 , blue = 10 , green = 10 , purple = 10"
2901,"red = 30 , blue = 10 , green = 10 , purple = 20"
2902,"red = 30 , blue = 10 , green = 10 , purple = 30"
2903,"red = 30 , blue = 10 , green = 10 , purple = 40"
2904,"red = 30 , blue = 10 , green = 10 , purple = 50"
2905,"red = 30 , blue = 10 , green = 10 , yellow = 10"
2906,"red = 30 , blue = 10 , green = 10 , yellow = 20"
2907,"red = 30 , blue = 10 , green = 10 , yellow = 30"
2908,"red = 30 , blue = 10 , green = 10 , yellow = 40"
2909,"red = 30 , blue = 10 , green = 10 , yellow = 50"
2910,"red = 30 , blue = 10 , green = 20 , purple = 10"
2911,"red = 30 , blue = 10 , green = 20 , purple = 20"
2912,"red = 30 , blue = 10 , green = 20 , purple = 30"
2913,"red = 30 , blue = 10 , green = 20 , purple = 40"
2914,"red = 30 , blue = 10 , green = 20 , purple = 50"
2915,"red = 30 , blue = 10 , green = 20 , yellow = 10"
2916,"red = 30 , blue = 10 , green = 20 , yellow = 20"
2917,"red = 30 , blue = 10 , green = 20 , yellow = 30"
2918,"red = 30 , blue = 10 , green = 20 , yellow = 40"
2919,"red = 30 , blue = 10 , green = 20 , yellow = 50"
2920,"red = 30 , blue = 10 , green = 30 , purple = 10"
2921,"red = 30 , blue = 10 , green = 30 , purple = 20"
2922,"red = 30 , blue = 10 , green = 30 , purple = 30"
2923,"red = 30 , blue = 10 , green = 30 , purple = 40"
2924,"red = 30 , blue = 10 , green = 30 , purple = 50"
2925,"red = 30 , blue = 10 , green = 30 , yellow = 10"
2926,"red = 30 , blue = 10 , green = 30 , yellow = 20"
2927,"red = 30 , blue = 10 , green = 30 , yellow = 30"
2928,"red = 30 , blue = 10 , green = 30 , yellow = 40"
2929,"red = 30 , blue = 10 , green = 30 , yellow = 50"
2930,"red = 30 , blue = 10 , green = 40 , purple = 10"
2931,"red = 30 , blue = 10 , green = 40 , purple = 20"
2932,"red = 30 , blue = 10 , green = 40 , purple = 30"
2933,"red = 30 , blue = 10 , green = 40 , purple = 40"
2934,"red = 30 , blue = 10 , green = 40 , purple = 50"
2935,"red = 30 , blue = 10 , green = 40 , yellow = 10"
2936,"red = 30 , blue = 10 , green = 40 , yellow = 20"
2937,"red = 30 , blue = 10 , green = 40 , yellow = 30"
2938,"red = 30 , blue = 10 , green = 40 , yellow = 40"
2939,"red = 30 , blue = 10 , green = 40 , yellow = 50"
2940,"red = 30 , blue = 10 , green = 50 , purple = 10"
2941,"red = 30 , blue = 10 , green = 50 , purple = 20"
2942,"red = 30 , blue = 10 , green = 50 , purple = 30"
2943,"red = 30 , blue = 10 , green = 50 , purple = 40"
2944,"red = 30 , blue = 10 , green = 50 , purple = 50"
2945,"red = 30 , blue = 10 , green = 50 , yellow = 10"
2946,"red = 30 , blue = 10 , green = 50 , yellow = 20"
2947,"red = 30 , blue = 10 , green = 50 , yellow = 30"
2948,"red = 30 , blue = 10 , green = 50 , yellow = 40"
2949,"red = 30 , blue = 10 , green = 50 , yellow = 50"
2950,"red = 30 , blue = 10 , purple = 10 , yellow = 10"
2951,"red = 30 , blue = 10 , purple = 10 , yellow = 20"
2952,"red = 30 , blue = 10 , purple = 10 , yellow = 30"
2953,"red = 30 , blue = 10 , purple = 10 , yellow = 40"
2954,"red = 30 , blue = 10 , purple = 10 , yellow = 50"
2955,"red = 30 , blue = 10 , purple = 20 , yellow = 10"
2956,"red = 30 , blue = 10 , purple = 20 , yellow = 20"
2957,"red = 30 , blue = 10 , purple = 20 , yellow = 30"
2958,"red = 30 , blue = 10 , purple = 20 , yellow = 40"
2959,"red = 30 , blue = 10 , purple = 20 , yellow = 50"
2960,"red = 30 , blue = 10 , purple = 30 , yellow = 10"
2961,"red = 30 , blue = 10 , purple = 30 , yellow = 20"
2962,"red = 30 , blue = 10 , purple = 30 , yellow = 30"
2963,"red = 30 , blue = 10 , purple = 30 , yellow = 40"
2964,"red = 30 , blue = 10 , purple = 30 , yellow = 50"
2965,"red = 30 , blue = 10 , purple = 40 , yellow = 10"
2966,"red = 30 , blue = 10 , purple = 40 , yellow = 20"
2967,"red = 30 , blue = 10 , purple = 40 , yellow = 30"
2968,"red = 30 , blue = 10 , purple = 40 , yellow = 40"
2969,"red = 30 , blue = 10 , purple = 40 , yellow = 50"
2970,"red = 30 , blue = 10 , purple = 50 , yellow = 10"
2971,"red = 30 , blue = 10 , purple = 50 , yellow = 20"
2972,"red = 30 , blue = 10 , purple = 50 , yellow = 30"
2973,"red = 30 , blue = 10 , purple = 50 , yellow = 40"
2974,"red = 30 , blue = 10 , purple = 50 , yellow = 50"
2975,"red = 30 , blue = 20 , green = 10 , purple = 10"
2976,"red = 30 , blue = 20 , green = 10 , purple = 20"
2977,"red = 30 , blue = 20 , green = 10 , purple = 30"
2978,"red = 30 , blue = 20 , green = 10 , purple = 40"
2979,"red = 30 , blue = 20 , green = 10 , purple = 50"
2980,"red = 30 , blue = 20 , green = 10 , yellow = 10"
2981,"red = 30 , blue = 20 , green = 10 , yellow = 20"
2982,"red = 30 , blue = 20 , green = 10 , yellow = 30"
2983,"red = 30 , blue = 20 , green = 10 , yellow = 40"
2984,"red = 30 , blue = 20 , green = 10 , yellow = 50"
2985,"red = 30 , blue = 20 , green = 20 , purple = 10"
2986,"red = 30 , blue = 20 , green = 20 , purple = 20"
2987,"red = 30 , blue = 20 , green = 20 , purple = 30"
2988,"red = 30 , blue = 20 , green = 20 , purple = 40"
2989,"red = 30 , blue = 20 , green = 20 , purple = 50"
2990,"red = 30 , blue = 20 , green = 20 , yellow = 10"
2991,"red = 30 , blue = 20 , green = 20 , yellow = 20"
2992,"red = 30 , blue = 20 , green = 20 , yellow = 30"
2993,"red = 30 , blue = 20 , green = 20 , yellow = 40"
2994,"red = 30 , blue = 20 , green = 20 , yellow = 50"
2995,"red = 30 , blue = 20 , green = 30 , purple = 10"
2996,"red = 30 , blue = 20 , green = 30 , purple = 20"
2997,"red = 30 , blue = 20 , green = 30 , purple = 30"
2998,"red = 30 , blue = 20 , green = 30 , purple = 40"
2999,"red = 30 , blue = 20 , green = 30 , purple = 50"
3000,"red = 30 , blue = 20 , green = 30 , yellow = 10"
3001,"red = 30 , blue = 20 , green = 30 , yellow = 20"
3002,"red = 30 , blue = 20 , green = 30 , yellow = 30"
3003,"red = 30 , blue = 20 , green = 30 , yellow = 40"
3004,"red = 30 , blue = 20 , green = 30 , yellow = 50"
3005,"red = 30 , blue = 20 , green = 40 , purple = 10"
3006,"red = 30 , blue = 20 , green = 40 , purple = 20"
3007,"red = 30 , blue = 20 , green = 40 , purple = 30"
3008,"red = 30 , blue = 20 , green = 40 , purple = 40"
3009,"red = 30 , blue = 20 , green = 40 , purple = 50"
3010,"red = 30 , blue = 20 , green = 40 , yellow = 10"
3011,"red = 30 , blue = 20 , green = 40 , yellow = 20"
3012,"red = 30 , blue = 20 , green = 40 , yellow = 30"
3013,"red = 30 , blue = 20 , green = 40 , yellow = 40"
3014,"red = 30 , blue = 20 , green = 40 , yellow = 50"
3015,"red = 30 , blue = 20 , green = 50 , purple = 10"
3016,"red = 30 , blue = 20 , green = 50 , purple = 20"
3017,"red = 30 , blue = 20 , green = 50 , purple = 30"
3018,"red = 30 , blue = 20 , green = 50 , purple = 40"
3019,"red = 30 , blue = 20 , green = 50 , purple = 50"
3020,"red = 30 , blue = 20 , green = 50 , yellow = 10"
3021,"red = 30 , blue = 20 , green = 50 , yellow = 20"
3022,"red = 30 , blue = 20 , green = 50 , yellow = 30"
3023,"red = 30 , blue = 20 , green = 50 , yellow = 40"
3024,"red = 30 , blue = 20 , green = 50 , yellow = 50"
3025,"red = 30 , blue = 20 , purple = 10 , yellow = 10"
3026,"red = 30 , blue = 20 , purple = 10 , yellow = 20"
3027,"red = 30 , blue = 20 , purple = 10 , yellow = 30"
3028,"red = 30 , blue = 20 , purple = 10 , yellow = 40"
3029,"red = 30 , blue = 20 , purple = 10 , yellow = 50"
3030,"red = 30 , blue = 20 , purple = 20 , yellow = 10"
3031,"red = 30 , blue = 20 , purple = 20 , yellow = 20"
3032,"red = 30 , blue = 20 , purple = 20 , yellow = 30"
3033,"red = 30 , blue = 20 , purple = 20 , yellow = 40"
3034,"red = 30 , blue = 20 , purple = 20 , yellow = 50"
3035,"red = 30 , blue = 20 , purple = 30 , yellow = 10"
3036,"red = 30 , blue = 20 , purple = 30 , yellow = 20"
3037,"red = 30 , blue = 20 , purple = 30 , yellow = 30"
3038,"red = 30 , blue = 20 , purple = 30 , yellow = 40"
3039,"red = 30 , blue = 20 , purple = 30 , yellow = 50"
3040,"red = 30 , blue = 20 , purple = 40 , yellow = 10"
3041,"red = 30 , blue = 20 , purple = 40 , yellow = 20"
3042,"red = 30 , blue = 20 , purple = 40 , yellow = 30"
3043,"red = 30 , blue = 20 , purple = 40 , yellow = 40"
3044,"red = 30 , blue = 20 , purple = 40 , yellow = 50"
3045,"red = 30 , blue = 20 , purple = 50 , yellow = 10"
3046,"red = 30 , blue = 20 , purple = 50 , yellow = 20"
3047,"red = 30 , blue = 20 , purple = 50 , yellow = 30"
3048,"red = 30 , blue = 20 , purple = 50 , yellow = 40"
3049,"red = 30 , blue = 20 , purple = 50 , yellow = 50"
3050,"red = 30 , blue = 30 , green = 10 , purple = 10"
3051,"red = 30 , blue = 30 , green = 10 , purple = 20"
3052,"red = 30 , blue = 30 , green = 10 , purple = 30"
3053,"red = 30 , blue = 30 , green = 10 , purple = 40"
3054,"red = 30 , blue = 30 , green = 10 , purple = 50"
3055,"red = 30 , blue = 30 , green = 10 , yellow = 10"
3056,"red = 30 , blue = 30 , green = 10 , yellow = 20"
3057,"red = 30 , blue = 30 , green = 10 , yellow = 30"
3058,"red = 30 , blue = 30 , green = 10 , yellow = 40"
3059,"red = 30 , blue = 30 , green = 10 , yellow = 50"
3060,"red = 30 , blue = 30 , green = 20 , purple = 10"
3061,"red = 30 , blue = 30 , green = 20 , purple = 20"
3062,"red = 30 , blue = 30 , green = 20 , purple = 30"
3063,"red = 30 , blue = 30 , green = 20 , purple = 40"
3064,"red = 30 , blue = 30 , green = 20 , purple = 50"
3065,"red = 30 , blue = 30 , green = 20 , yellow = 10"
3066,"red = 30 , blue = 30 , green = 20 , yellow = 20"
3067,"red = 30 , blue = 30 , green = 20 , yellow = 30"
3068,"red = 30 , blue = 30 , green = 20 , yellow = 40"
3069,"red = 30 , blue = 30 , green = 20 , yellow = 50"
3070,"red = 30 , blue = 30 , green = 30 , purple = 10"
3071,"red = 30 , blue = 30 , green = 30 , purple = 20"
3072,"red = 30 , blue = 30 , green = 30 , purple = 30"
3073,"red = 30 , blue = 30 , green = 30 , purple = 40"
3074,"red = 30 , blue = 30 , green = 30 , purple = 50"
3075,"red = 30 , blue = 30 , green = 30 , yellow = 10"
3076,"red = 30 , blue = 30 , green = 30 , yellow = 20"
3077,"red = 30 , blue = 30 , green = 30 , yellow = 30"
3078,"red = 30 , blue = 30 , green = 30 , yellow = 40"
3079,"red = 30 , blue = 30 , green = 30 , yellow = 50"
3080,"red = 30 , blue = 30 , green = 40 , purple = 10"
3081,"red = 30 , blue = 30 , green = 40 , purple = 20"
3082,"red = 30 , blue = 30 , green = 40 , purple = 30"
3083,"red = 30 , blue = 30 , green = 40 , purple = 40"
3084,"red = 30 , blue = 30 , green = 40 , purple = 50"
3085,"red = 30 , blue = 30 , green = 40 , yellow = 10"
3086,"red = 30 , blue = 30 , green = 40 , yellow = 20"
3087,"red = 30 , blue = 30 , green = 40 , yellow = 30"
3088,"red = 30 , blue = 30 , green = 40 , yellow = 40"
3089,"red = 30 , blue = 30 , green = 40 , yellow = 50"
3090,"red = 30 , blue = 30 , green = 50 , purple = 10"
3091,"red = 30 , blue = 30 , green = 50 , purple = 20"
3092,"red = 30 , blue = 30 , green = 50 , purple = 30"
3093,"red = 30 , blue = 30 , green = 50 , purple = 40"
3094,"red = 30 , blue = 30 , green = 50 , purple = 50"
3095,"red = 30 , blue = 30 , green = 50 , yellow = 10"
3096,"red = 30 , blue = 30 , green = 50 , yellow = 20"
3097,"red = 30 , blue = 30 , green = 50 , yellow = 30"
3098,"red = 30 , blue = 30 , green = 50 , yellow = 40"
3099,"red = 30 , blue = 30 , green = 50 , yellow = 50"
3100,"red = 30 , blue = 30 , purple = 10 , yellow = 10"
3101,"red = 30 , blue = 30 , purple = 10 , yellow = 20"
3102,"red = 30 , blue = 30 , purple = 10 , yellow = 30"
3103,"red = 30 , blue = 30 , purple = 10 , yellow = 40"
3104,"red = 30 , blue = 30 , purple = 10 , yellow = 50"
3105,"red = 30 , blue = 30 , purple = 20 , yellow = 10"
3106,"red = 30 , blue = 30 , purple = 20 , yellow = 20"
3107,"red = 30 , blue = 30 , purple = 20 , yellow = 30"
3108,"red = 30 , blue = 30 , purple = 20 , yellow = 40"
3109,"red = 30 , blue = 30 , purple = 20 , yellow = 50"
3110,"red = 30 , blue = 30 , purple = 30 , yellow = 10"
3111,"red = 30 , blue = 30 , purple = 30 , yellow = 20"
3112,"red = 30 , blue = 30 , purple = 30 , yellow = 30"
3113,"red = 30 , blue = 30 , purple = 30 , yellow = 40"
3114,"red = 30 , blue = 30 , purple = 30 , yellow = 50"
3115,"red = 30 , blue = 30 , purple = 40 , yellow = 10"
3116,"red = 30 , blue = 30 , purple = 40 , yellow = 20"
3117,"red = 30 , blue = 30 , purple = 40 , yellow = 30"
3118,"red = 30 , blue = 30 , purple = 40 , yellow = 40"
3119,"red = 30 , blue = 30 , purple = 40 , yellow = 50"
3120,"red = 30 , blue = 30 , purple = 50 , yellow = 10"
3121,"red = 30 , blue = 30 , purple = 50 , yellow = 20"
3122,"red = 30 , blue = 30 , purple = 50 , yellow = 30"
3123,"red = 30 , blue = 30 , purple = 50 , yellow = 40"
3124,"red = 30 , blue = 30 , purple = 50 , yellow = 50"
3125,"red = 30 , blue = 40 , green = 10 , purple = 10"
3126,"red = 30 , blue = 40 , green = 10 , purple = 20"
3127,"red = 30 , blue = 40 , green = 10 , purple = 30"
3128,"red = 30 , blue = 40 , green = 10 , purple = 40"
3129,"red = 30 , blue = 40 , green = 10 , purple = 50"
3130,"red = 30 , blue = 40 , green = 10 , yellow = 10"
3131,"red = 30 , blue = 40 , green = 10 , yellow = 20"
3132,"red = 30 , blue = 40 , green = 10 , yellow = 30"
3133,"red = 30 , blue = 40 , green = 10 , yellow = 40"
3134,"red = 30 , blue = 40 , green = 10 , yellow = 50"
3135,"red = 30 , blue = 40 , green = 20 , purple = 10"
3136,"red = 30 , blue = 40 , green = 20 , purple = 20"
3137,"red = 30 , blue = 40 , green = 20 , purple = 30"
3138,"red = 30 , blue = 40 , green = 20 , purple = 40"
3139,"red = 30 , blue = 40 , green = 20 , purple = 50"
3140,"red = 30 , blue = 40 , green = 20 , yellow = 10"
3141,"red = 30 , blue = 40 , green = 20 , yellow = 20"
3142,"red = 30 , blue = 40 , green = 20 , yellow = 30"
3143,"red = 30 , blue = 40 , green = 20 , yellow = 40"
3144,"red = 30 , blue = 40 , green = 20 , yellow = 50"
3145,"red = 30 , blue = 40 , green = 30 , purple = 10"
3146,"red = 30 , blue = 40 , green = 30 , purple = 20"
3147,"red = 30 , blue = 40 , green = 30 , purple = 30"
3148,"red = 30 , blue = 40 , green = 30 , purple = 40"
3149,"red = 30 , blue = 40 , green = 30 , purple = 50"
3150,"red = 30 , blue = 40 , green = 30 , yellow = 10"
3151,"red = 30 , blue = 40 , green = 30 , yellow = 20"
3152,"red = 30 , blue = 40 , green = 30 , yellow = 30"
3153,"red = 30 , blue = 40 , green = 30 , yellow = 40"
3154,"red = 30 , blue = 40 , green = 30 , yellow = 50"
3155,"red = 30 , blue = 40 , green = 40 , purple = 10"
3156,"red = 30 , blue = 40 , green = 40 , purple = 20"
3157,"red = 30 , blue = 40 , green = 40 , purple = 30"
3158,"red = 30 , blue = 40 , green = 40 , purple = 40"
3159,"red = 30 , blue = 40 , green = 40 , purple = 50"
3160,"red = 30 , blue = 40 , green = 40 , yellow = 10"
3161,"red = 30 , blue = 40 , green = 40 , yellow = 20"
3162,"red = 30 , blue = 40 , green = 40 , yellow = 30"
3163,"red = 30 , blue = 40 , green = 40 , yellow = 40"
3164,"red = 30 , blue = 40 , green = 40 , yellow = 50"
3165,"red = 30 , blue = 40 , green = 50 , purple = 10"
3166,"red = 30 , blue = 40 , green = 50 , purple = 20"
3167,"red = 30 , blue = 40 , green = 50 , purple = 30"
3168,"red = 30 , blue = 40 , green = 50 , purple = 40"
3169,"red = 30 , blue = 40 , green = 50 , purple = 50"
3170,"red = 30 , blue = 40 , green = 50 , yellow = 10"
3171,"red = 30 , blue = 40 , green = 50 , yellow = 20"
3172,"red = 30 , blue = 40 , green = 50 , yellow = 30"
3173,"red = 30 , blue = 40 , green = 50 , yellow = 40"
3174,"red = 30 , blue = 40 , green = 50 , yellow = 50"
3175,"red = 30 , blue = 40 , purple = 10 , yellow = 10"
3176,"red = 30 , blue = 40 , purple = 10 , yellow = 20"
3177,"red = 30 , blue = 40 , purple = 10 , yellow = 30"
3178,"red = 30 , blue = 40 , purple = 10 , yellow = 40"
3179,"red = 30 , blue = 40 , purple = 10 , yellow = 50"
3180,"red = 30 , blue = 40 , purple = 20 , yellow = 10"
3181,"red = 30 , blue = 40 , purple = 20 , yellow = 20"
3182,"red = 30 , blue = 40 , purple = 20 , yellow = 30"
3183,"red = 30 , blue = 40 , purple = 20 , yellow = 40"
3184,"red = 30 , blue = 40 , purple = 20 , yellow = 50"
3185,"red = 30 , blue = 40 , purple = 30 , yellow = 10"
3186,"red = 30 , blue = 40 , purple = 30 , yellow = 20"
3187,"red = 30 , blue = 40 , purple = 30 , yellow = 30"
3188,"red = 30 , blue = 40 , purple = 30 , yellow = 40"
3189,"red = 30 , blue = 40 , purple = 30 , yellow = 50"
3190,"red = 30 , blue = 40 , purple = 40 , yellow = 10"
3191,"red = 30 , blue = 40 , purple = 40 , yellow = 20"
3192,"red = 30 , blue = 40 , purple = 40 , yellow = 30"
3193,"red = 30 , blue = 40 , purple = 40 , yellow = 40"
3194,"red = 30 , blue = 40 , purple = 40 , yellow = 50"
3195,"red = 30 , blue = 40 , purple = 50 , yellow = 10"
3196,"red = 30 , blue = 40 , purple = 50 , yellow = 20"
3197,"red = 30 , blue = 40 , purple = 50 , yellow = 30"
3198,"red = 30 , blue = 40 , purple = 50 , yellow = 40"
3199,"red = 30 , blue = 40 , purple = 50 , yellow = 50"
3200,"red = 30 , blue = 50 , green = 10 , purple = 10"
3201,"red = 30 , blue = 50 , green = 10 , purple = 20"
3202,"red = 30 , blue = 50 , green = 10 , purple = 30"
3203,"red = 30 , blue = 50 , green = 10 , purple = 40"
3204,"red = 30 , blue = 50 , green = 10 , purple = 50"
3205,"red = 30 , blue = 50 , green = 10 , yellow = 10"
3206,"red = 30 , blue = 50 , green = 10 , yellow = 20"
3207,"red = 30 , blue = 50 , green = 10 , yellow = 30"
3208,"red = 30 , blue = 50 , green = 10 , yellow = 40"
3209,"red = 30 , blue = 50 , green = 10 , yellow = 50"
3210,"red = 30 , blue = 50 , green = 20 , purple = 10"
3211,"red = 30 , blue = 50 , green = 20 , purple = 20"
3212,"red = 30 , blue = 50 , green = 20 , purple = 30"
3213,"red = 30 , blue = 50 , green = 20 , purple = 40"
3214,"red = 30 , blue = 50 , green = 20 , purple = 50"
3215,"red = 30 , blue = 50 , green = 20 , yellow = 10"
3216,"red = 30 , blue = 50 , green = 20 , yellow = 20"
3217,"red = 30 , blue = 50 , green = 20 , yellow = 30"
3218,"red = 30 , blue = 50 , green = 20 , yellow = 40"
3219,"red = 30 , blue = 50 , green = 20 , yellow = 50"
3220,"red = 30 , blue = 50 , green = 30 , purple = 10"
3221,"red = 30 , blue = 50 , green = 30 , purple = 20"
3222,"red = 30 , blue = 50 , green = 30 , purple = 30"
3223,"red = 30 , blue = 50 , green = 30 , purple = 40"
3224,"red = 30 , blue = 50 , green = 30 , purple = 50"
3225,"red = 30 , blue = 50 , green = 30 , yellow = 10"
3226,"red = 30 , blue = 50 , green = 30 , yellow = 20"
3227,"red = 30 , blue = 50 , green = 30 , yellow = 30"
3228,"red = 30 , blue = 50 , green = 30 , yellow = 40"
3229,"red = 30 , blue = 50 , green = 30 , yellow = 50"
3230,"red = 30 , blue = 50 , green = 40 , purple = 10"
3231,"red = 30 , blue = 50 , green = 40 , purple = 20"
3232,"red = 30 , blue = 50 , green = 40 , purple = 30"
3233,"red = 30 , blue = 50 , green = 40 , purple = 40"
3234,"red = 30 , blue = 50 , green = 40 , purple = 50"
3235,"red = 30 , blue = 50 , green = 40 , yellow = 10"
3236,"red = 30 , blue = 50 , green = 40 , yellow = 20"
3237,"red = 30 , blue = 50 , green = 40 , yellow = 30"
3238,"red = 30 , blue = 50 , green = 40 , yellow = 40"
3239,"red = 30 , blue = 50 , green = 40 , yellow = 50"
3240,"red = 30 , blue = 50 , green = 50 , purple = 10"
3241,"red = 30 , blue = 50 , green = 50 , purple = 20"
3242,"red = 30 , blue = 50 , green = 50 , purple = 30"
3243,"red = 30 , blue = 50 , green = 50 , purple = 40"
3244,"red = 30 , blue = 50 , green = 50 , purple = 50"
3245,"red = 30 , blue = 50 , green = 50 , yellow = 10"
3246,"red = 30 , blue = 50 , green = 50 , yellow = 20"
3247,"red = 30 , blue = 50 , green = 50 , yellow = 30"
3248,"red = 30 , blue = 50 , green = 50 , yellow = 40"
3249,"red = 30 , blue = 50 , green = 50 , yellow = 50"
3250,"red = 30 , blue = 50 , purple = 10 , yellow = 10"
3251,"red = 30 , blue = 50 , purple = 10 , yellow = 20"
3252,"red = 30 , blue = 50 , purple = 10 , yellow = 30"
3253,"red = 30 , blue = 50 , purple = 10 , yellow = 40"
3254,"red = 30 , blue = 50 , purple = 10 , yellow = 50"
3255,"red = 30 , blue = 50 , purple = 20 , yellow = 10"
3256,"red = 30 , blue = 50 , purple = 20 , yellow = 20"
3257,"red = 30 , blue = 50 , purple = 20 , yellow = 30"
3258,"red = 30 , blue = 50 , purple = 20 , yellow = 40"
3259,"red = 30 , blue = 50 , purple = 20 , yellow = 50"
3260,"red = 30 , blue = 50 , purple = 30 , yellow = 10"
3261,"red = 30 , blue = 50 , purple = 30 , yellow = 20"
3262,"red = 30 , blue = 50 , purple = 30 , yellow = 30"
3263,"red = 30 , blue = 50 , purple = 30 , yellow = 40"
3264,"red = 30 , blue = 50 , purple = 30 , yellow = 50"
3265,"red = 30 , blue = 50 , purple = 40 , yellow = 10"
3266,"red = 30 , blue = 50 , purple = 40 , yellow = 20"
3267,"red = 30 , blue = 50 , purple = 40 , yellow = 30"
3268,"red = 30 , blue = 50 , purple = 40 , yellow = 40"
3269,"red = 30 , blue = 50 , purple = 40 , yellow = 50"
3270,"red = 30 , blue = 50 , purple = 50 , yellow = 10"
3271,"red = 30 , blue = 50 , purple = 50 , yellow = 20"
3272,"red = 30 , blue = 50 , purple = 50 , yellow = 30"
3273,"red = 30 , blue = 50 , purple = 50 , yellow = 40"
3274,"red = 30 , blue = 50 , purple = 50 , yellow = 50"
3275,"red = 30 , green = 10 , purple = 10 , yellow = 10"
3276,"red = 30 , green = 10 , purple = 10 , yellow = 20"
3277,"red = 30 , green = 10 , purple = 10 , yellow = 30"
3278,"red = 30 , green = 10 , purple = 10 , yellow = 40"
3279,"red = 30 , green = 10 , purple = 10 , yellow = 50"
3280,"red = 30 , green = 10 , purple = 20 , yellow = 10"
3281,"red = 30 , green = 10 , purple = 20 , yellow = 20"
3282,"red = 30 , green = 10 , purple = 20 , yellow = 30"
3283,"red = 30 , green = 10 , purple = 20 , yellow = 40"
3284,"red = 30 , green = 10 , purple = 20 , yellow = 50"
3285,"red = 30 , green = 10 , purple = 30 , yellow = 10"
3286,"red = 30 , green = 10 , purple = 30 , yellow = 20"
3287,"red = 30 , green = 10 , purple = 30 , yellow = 30"
3288,"red = 30 , green = 10 , purple = 30 , yellow = 40"
3289,"red = 30 , green = 10 , purple = 30 , yellow = 50"
3290,"red = 30 , green = 10 , purple = 40 , yellow = 10"
3291,"red = 30 , green = 10 , purple = 40 , yellow = 20"
