,Propositions
1203,blue block equals ten and purple block equals ten and yellow block equals forty
1204,blue block equals ten and purple block equals ten and yellow block equals fifty
1205,blue block equals ten and purple block equals twenty and yellow block equals ten
1206,blue block equals ten and purple block equals twenty and yellow block equals twenty
1207,blue block equals ten and purple block equals twenty and yellow block equals thirty
1208,blue block equals ten and purple block equals twenty and yellow block equals forty
1209,blue block equals ten and purple block equals twenty and yellow block equals fifty
1210,blue block equals ten and purple block equals thirty and yellow block equals ten
1211,blue block equals ten and purple block equals thirty and yellow block equals twenty
1212,blue block equals ten and purple block equals thirty and yellow block equals thirty
1213,blue block equals ten and purple block equals thirty and yellow block equals forty
1214,blue block equals ten and purple block equals thirty and yellow block equals fifty
1215,blue block equals ten and purple block equals forty and yellow block equals ten
1216,blue block equals ten and purple block equals forty and yellow block equals twenty
1217,blue block equals ten and purple block equals forty and yellow block equals thirty
1218,blue block equals ten and purple block equals forty and yellow block equals forty
1219,blue block equals ten and purple block equals forty and yellow block equals fifty
1220,blue block equals ten and purple block equals fifty and yellow block equals ten
1221,blue block equals ten and purple block equals fifty and yellow block equals twenty
1222,blue block equals ten and purple block equals fifty and yellow block equals thirty
1223,blue block equals ten and purple block equals fifty and yellow block equals forty
1224,blue block equals ten and purple block equals fifty and yellow block equals fifty
1225,blue block equals twenty and green block equals ten and purple block equals ten
1226,blue block equals twenty and green block equals ten and purple block equals twenty
1227,blue block equals twenty and green block equals ten and purple block equals thirty
1228,blue block equals twenty and green block equals ten and purple block equals forty
1229,blue block equals twenty and green block equals ten and purple block equals fifty
1230,blue block equals twenty and green block equals ten and yellow block equals ten
1231,blue block equals twenty and green block equals ten and yellow block equals twenty
1232,blue block equals twenty and green block equals ten and yellow block equals thirty
1233,blue block equals twenty and green block equals ten and yellow block equals forty
1234,blue block equals twenty and green block equals ten and yellow block equals fifty
1235,blue block equals twenty and green block equals twenty and purple block equals ten
1236,blue block equals twenty and green block equals twenty and purple block equals twenty
1237,blue block equals twenty and green block equals twenty and purple block equals thirty
1238,blue block equals twenty and green block equals twenty and purple block equals forty
1239,blue block equals twenty and green block equals twenty and purple block equals fifty
1240,blue block equals twenty and green block equals twenty and yellow block equals ten
1241,blue block equals twenty and green block equals twenty and yellow block equals twenty
1242,blue block equals twenty and green block equals twenty and yellow block equals thirty
1243,blue block equals twenty and green block equals twenty and yellow block equals forty
1244,blue block equals twenty and green block equals twenty and yellow block equals fifty
1245,blue block equals twenty and green block equals thirty and purple block equals ten
1246,blue block equals twenty and green block equals thirty and purple block equals twenty
1247,blue block equals twenty and green block equals thirty and purple block equals thirty
1248,blue block equals twenty and green block equals thirty and purple block equals forty
1249,blue block equals twenty and green block equals thirty and purple block equals fifty
1250,blue block equals twenty and green block equals thirty and yellow block equals ten
1251,blue block equals twenty and green block equals thirty and yellow block equals twenty
1252,blue block equals twenty and green block equals thirty and yellow block equals thirty
1253,blue block equals twenty and green block equals thirty and yellow block equals forty
1254,blue block equals twenty and green block equals thirty and yellow block equals fifty
1255,blue block equals twenty and green block equals forty and purple block equals ten
1256,blue block equals twenty and green block equals forty and purple block equals twenty
1257,blue block equals twenty and green block equals forty and purple block equals thirty
1258,blue block equals twenty and green block equals forty and purple block equals forty
1259,blue block equals twenty and green block equals forty and purple block equals fifty
1260,blue block equals twenty and green block equals forty and yellow block equals ten
1261,blue block equals twenty and green block equals forty and yellow block equals twenty
1262,blue block equals twenty and green block equals forty and yellow block equals thirty
1263,blue block equals twenty and green block equals forty and yellow block equals forty
1264,blue block equals twenty and green block equals forty and yellow block equals fifty
1265,blue block equals twenty and green block equals fifty and purple block equals ten
1266,blue block equals twenty and green block equals fifty and purple block equals twenty
1267,blue block equals twenty and green block equals fifty and purple block equals thirty
1268,blue block equals twenty and green block equals fifty and purple block equals forty
1269,blue block equals twenty and green block equals fifty and purple block equals fifty
1270,blue block equals twenty and green block equals fifty and yellow block equals ten
1271,blue block equals twenty and green block equals fifty and yellow block equals twenty
1272,blue block equals twenty and green block equals fifty and yellow block equals thirty
1273,blue block equals twenty and green block equals fifty and yellow block equals forty
1274,blue block equals twenty and green block equals fifty and yellow block equals fifty
1275,blue block equals twenty and purple block equals ten and yellow block equals ten
1276,blue block equals twenty and purple block equals ten and yellow block equals twenty
1277,blue block equals twenty and purple block equals ten and yellow block equals thirty
1278,blue block equals twenty and purple block equals ten and yellow block equals forty
1279,blue block equals twenty and purple block equals ten and yellow block equals fifty
1280,blue block equals twenty and purple block equals twenty and yellow block equals ten
1281,blue block equals twenty and purple block equals twenty and yellow block equals twenty
1282,blue block equals twenty and purple block equals twenty and yellow block equals thirty
1283,blue block equals twenty and purple block equals twenty and yellow block equals forty
1284,blue block equals twenty and purple block equals twenty and yellow block equals fifty
1285,blue block equals twenty and purple block equals thirty and yellow block equals ten
1286,blue block equals twenty and purple block equals thirty and yellow block equals twenty
1287,blue block equals twenty and purple block equals thirty and yellow block equals thirty
1288,blue block equals twenty and purple block equals thirty and yellow block equals forty
1289,blue block equals twenty and purple block equals thirty and yellow block equals fifty
1290,blue block equals twenty and purple block equals forty and yellow block equals ten
1291,blue block equals twenty and purple block equals forty and yellow block equals twenty
1292,blue block equals twenty and purple block equals forty and yellow block equals thirty
1293,blue block equals twenty and purple block equals forty and yellow block equals forty
1294,blue block equals twenty and purple block equals forty and yellow block equals fifty
1295,blue block equals twenty and purple block equals fifty and yellow block equals ten
1296,blue block equals twenty and purple block equals fifty and yellow block equals twenty
1297,blue block equals twenty and purple block equals fifty and yellow block equals thirty
1298,blue block equals twenty and purple block equals fifty and yellow block equals forty
1299,blue block equals twenty and purple block equals fifty and yellow block equals fifty
1300,blue block equals thirty and green block equals ten and purple block equals ten
1301,blue block equals thirty and green block equals ten and purple block equals twenty
1302,blue block equals thirty and green block equals ten and purple block equals thirty
1303,blue block equals thirty and green block equals ten and purple block equals forty
1304,blue block equals thirty and green block equals ten and purple block equals fifty
1305,blue block equals thirty and green block equals ten and yellow block equals ten
1306,blue block equals thirty and green block equals ten and yellow block equals twenty
1307,blue block equals thirty and green block equals ten and yellow block equals thirty
1308,blue block equals thirty and green block equals ten and yellow block equals forty
1309,blue block equals thirty and green block equals ten and yellow block equals fifty
1310,blue block equals thirty and green block equals twenty and purple block equals ten
1311,blue block equals thirty and green block equals twenty and purple block equals twenty
1312,blue block equals thirty and green block equals twenty and purple block equals thirty
1313,blue block equals thirty and green block equals twenty and purple block equals forty
1314,blue block equals thirty and green block equals twenty and purple block equals fifty
1315,blue block equals thirty and green block equals twenty and yellow block equals ten
1316,blue block equals thirty and green block equals twenty and yellow block equals twenty
1317,blue block equals thirty and green block equals twenty and yellow block equals thirty
1318,blue block equals thirty and green block equals twenty and yellow block equals forty
1319,blue block equals thirty and green block equals twenty and yellow block equals fifty
1320,blue block equals thirty and green block equals thirty and purple block equals ten
1321,blue block equals thirty and green block equals thirty and purple block equals twenty
1322,blue block equals thirty and green block equals thirty and purple block equals thirty
1323,blue block equals thirty and green block equals thirty and purple block equals forty
1324,blue block equals thirty and green block equals thirty and purple block equals fifty
1325,blue block equals thirty and green block equals thirty and yellow block equals ten
1326,blue block equals thirty and green block equals thirty and yellow block equals twenty
1327,blue block equals thirty and green block equals thirty and yellow block equals thirty
1328,blue block equals thirty and green block equals thirty and yellow block equals forty
1329,blue block equals thirty and green block equals thirty and yellow block equals fifty
1330,blue block equals thirty and green block equals forty and purple block equals ten
1331,blue block equals thirty and green block equals forty and purple block equals twenty
1332,blue block equals thirty and green block equals forty and purple block equals thirty
1333,blue block equals thirty and green block equals forty and purple block equals forty
1334,blue block equals thirty and green block equals forty and purple block equals fifty
1335,blue block equals thirty and green block equals forty and yellow block equals ten
1336,blue block equals thirty and green block equals forty and yellow block equals twenty
1337,blue block equals thirty and green block equals forty and yellow block equals thirty
1338,blue block equals thirty and green block equals forty and yellow block equals forty
1339,blue block equals thirty and green block equals forty and yellow block equals fifty
1340,blue block equals thirty and green block equals fifty and purple block equals ten
1341,blue block equals thirty and green block equals fifty and purple block equals twenty
1342,blue block equals thirty and green block equals fifty and purple block equals thirty
1343,blue block equals thirty and green block equals fifty and purple block equals forty
1344,blue block equals thirty and green block equals fifty and purple block equals fifty
1345,blue block equals thirty and green block equals fifty and yellow block equals ten
1346,blue block equals thirty and green block equals fifty and yellow block equals twenty
1347,blue block equals thirty and green block equals fifty and yellow block equals thirty
1348,blue block equals thirty and green block equals fifty and yellow block equals forty
1349,blue block equals thirty and green block equals fifty and yellow block equals fifty
1350,blue block equals thirty and purple block equals ten and yellow block equals ten
1351,blue block equals thirty and purple block equals ten and yellow block equals twenty
1352,blue block equals thirty and purple block equals ten and yellow block equals thirty
1353,blue block equals thirty and purple block equals ten and yellow block equals forty
1354,blue block equals thirty and purple block equals ten and yellow block equals fifty
1355,blue block equals thirty and purple block equals twenty and yellow block equals ten
1356,blue block equals thirty and purple block equals twenty and yellow block equals twenty
1357,blue block equals thirty and purple block equals twenty and yellow block equals thirty
1358,blue block equals thirty and purple block equals twenty and yellow block equals forty
1359,blue block equals thirty and purple block equals twenty and yellow block equals fifty
1360,blue block equals thirty and purple block equals thirty and yellow block equals ten
1361,blue block equals thirty and purple block equals thirty and yellow block equals twenty
1362,blue block equals thirty and purple block equals thirty and yellow block equals thirty
1363,blue block equals thirty and purple block equals thirty and yellow block equals forty
1364,blue block equals thirty and purple block equals thirty and yellow block equals fifty
1365,blue block equals thirty and purple block equals forty and yellow block equals ten
1366,blue block equals thirty and purple block equals forty and yellow block equals twenty
1367,blue block equals thirty and purple block equals forty and yellow block equals thirty
1368,blue block equals thirty and purple block equals forty and yellow block equals forty
1369,blue block equals thirty and purple block equals forty and yellow block equals fifty
1370,blue block equals thirty and purple block equals fifty and yellow block equals ten
1371,blue block equals thirty and purple block equals fifty and yellow block equals twenty
1372,blue block equals thirty and purple block equals fifty and yellow block equals thirty
1373,blue block equals thirty and purple block equals fifty and yellow block equals forty
1374,blue block equals thirty and purple block equals fifty and yellow block equals fifty
1375,blue block equals forty and green block equals ten and purple block equals ten
1376,blue block equals forty and green block equals ten and purple block equals twenty
1377,blue block equals forty and green block equals ten and purple block equals thirty
1378,blue block equals forty and green block equals ten and purple block equals forty
1379,blue block equals forty and green block equals ten and purple block equals fifty
1380,blue block equals forty and green block equals ten and yellow block equals ten
1381,blue block equals forty and green block equals ten and yellow block equals twenty
1382,blue block equals forty and green block equals ten and yellow block equals thirty
1383,blue block equals forty and green block equals ten and yellow block equals forty
1384,blue block equals forty and green block equals ten and yellow block equals fifty
1385,blue block equals forty and green block equals twenty and purple block equals ten
1386,blue block equals forty and green block equals twenty and purple block equals twenty
1387,blue block equals forty and green block equals twenty and purple block equals thirty
1388,blue block equals forty and green block equals twenty and purple block equals forty
1389,blue block equals forty and green block equals twenty and purple block equals fifty
1390,blue block equals forty and green block equals twenty and yellow block equals ten
1391,blue block equals forty and green block equals twenty and yellow block equals twenty
1392,blue block equals forty and green block equals twenty and yellow block equals thirty
1393,blue block equals forty and green block equals twenty and yellow block equals forty
1394,blue block equals forty and green block equals twenty and yellow block equals fifty
1395,blue block equals forty and green block equals thirty and purple block equals ten
1396,blue block equals forty and green block equals thirty and purple block equals twenty
1397,blue block equals forty and green block equals thirty and purple block equals thirty
1398,blue block equals forty and green block equals thirty and purple block equals forty
1399,blue block equals forty and green block equals thirty and purple block equals fifty
1400,blue block equals forty and green block equals thirty and yellow block equals ten
1401,blue block equals forty and green block equals thirty and yellow block equals twenty
1402,blue block equals forty and green block equals thirty and yellow block equals thirty
1403,blue block equals forty and green block equals thirty and yellow block equals forty
1404,blue block equals forty and green block equals thirty and yellow block equals fifty
1405,blue block equals forty and green block equals forty and purple block equals ten
1406,blue block equals forty and green block equals forty and purple block equals twenty
1407,blue block equals forty and green block equals forty and purple block equals thirty
1408,blue block equals forty and green block equals forty and purple block equals forty
1409,blue block equals forty and green block equals forty and purple block equals fifty
1410,blue block equals forty and green block equals forty and yellow block equals ten
1411,blue block equals forty and green block equals forty and yellow block equals twenty
1412,blue block equals forty and green block equals forty and yellow block equals thirty
1413,blue block equals forty and green block equals forty and yellow block equals forty
1414,blue block equals forty and green block equals forty and yellow block equals fifty
1415,blue block equals forty and green block equals fifty and purple block equals ten
1416,blue block equals forty and green block equals fifty and purple block equals twenty
1417,blue block equals forty and green block equals fifty and purple block equals thirty
1418,blue block equals forty and green block equals fifty and purple block equals forty
1419,blue block equals forty and green block equals fifty and purple block equals fifty
1420,blue block equals forty and green block equals fifty and yellow block equals ten
1421,blue block equals forty and green block equals fifty and yellow block equals twenty
1422,blue block equals forty and green block equals fifty and yellow block equals thirty
1423,blue block equals forty and green block equals fifty and yellow block equals forty
1424,blue block equals forty and green block equals fifty and yellow block equals fifty
1425,blue block equals forty and purple block equals ten and yellow block equals ten
1426,blue block equals forty and purple block equals ten and yellow block equals twenty
1427,blue block equals forty and purple block equals ten and yellow block equals thirty
1428,blue block equals forty and purple block equals ten and yellow block equals forty
1429,blue block equals forty and purple block equals ten and yellow block equals fifty
1430,blue block equals forty and purple block equals twenty and yellow block equals ten
1431,blue block equals forty and purple block equals twenty and yellow block equals twenty
1432,blue block equals forty and purple block equals twenty and yellow block equals thirty
1433,blue block equals forty and purple block equals twenty and yellow block equals forty
1434,blue block equals forty and purple block equals twenty and yellow block equals fifty
1435,blue block equals forty and purple block equals thirty and yellow block equals ten
1436,blue block equals forty and purple block equals thirty and yellow block equals twenty
1437,blue block equals forty and purple block equals thirty and yellow block equals thirty
1438,blue block equals forty and purple block equals thirty and yellow block equals forty
1439,blue block equals forty and purple block equals thirty and yellow block equals fifty
1440,blue block equals forty and purple block equals forty and yellow block equals ten
1441,blue block equals forty and purple block equals forty and yellow block equals twenty
1442,blue block equals forty and purple block equals forty and yellow block equals thirty
1443,blue block equals forty and purple block equals forty and yellow block equals forty
1444,blue block equals forty and purple block equals forty and yellow block equals fifty
1445,blue block equals forty and purple block equals fifty and yellow block equals ten
1446,blue block equals forty and purple block equals fifty and yellow block equals twenty
1447,blue block equals forty and purple block equals fifty and yellow block equals thirty
1448,blue block equals forty and purple block equals fifty and yellow block equals forty
1449,blue block equals forty and purple block equals fifty and yellow block equals fifty
1450,blue block equals fifty and green block equals ten and purple block equals ten
1451,blue block equals fifty and green block equals ten and purple block equals twenty
1452,blue block equals fifty and green block equals ten and purple block equals thirty
1453,blue block equals fifty and green block equals ten and purple block equals forty
1454,blue block equals fifty and green block equals ten and purple block equals fifty
1455,blue block equals fifty and green block equals ten and yellow block equals ten
1456,blue block equals fifty and green block equals ten and yellow block equals twenty
1457,blue block equals fifty and green block equals ten and yellow block equals thirty
1458,blue block equals fifty and green block equals ten and yellow block equals forty
1459,blue block equals fifty and green block equals ten and yellow block equals fifty
1460,blue block equals fifty and green block equals twenty and purple block equals ten
1461,blue block equals fifty and green block equals twenty and purple block equals twenty
1462,blue block equals fifty and green block equals twenty and purple block equals thirty
1463,blue block equals fifty and green block equals twenty and purple block equals forty
1464,blue block equals fifty and green block equals twenty and purple block equals fifty
1465,blue block equals fifty and green block equals twenty and yellow block equals ten
1466,blue block equals fifty and green block equals twenty and yellow block equals twenty
1467,blue block equals fifty and green block equals twenty and yellow block equals thirty
1468,blue block equals fifty and green block equals twenty and yellow block equals forty
1469,blue block equals fifty and green block equals twenty and yellow block equals fifty
1470,blue block equals fifty and green block equals thirty and purple block equals ten
1471,blue block equals fifty and green block equals thirty and purple block equals twenty
1472,blue block equals fifty and green block equals thirty and purple block equals thirty
1473,blue block equals fifty and green block equals thirty and purple block equals forty
1474,blue block equals fifty and green block equals thirty and purple block equals fifty
1475,blue block equals fifty and green block equals thirty and yellow block equals ten
1476,blue block equals fifty and green block equals thirty and yellow block equals twenty
1477,blue block equals fifty and green block equals thirty and yellow block equals thirty
1478,blue block equals fifty and green block equals thirty and yellow block equals forty
1479,blue block equals fifty and green block equals thirty and yellow block equals fifty
1480,blue block equals fifty and green block equals forty and purple block equals ten
1481,blue block equals fifty and green block equals forty and purple block equals twenty
1482,blue block equals fifty and green block equals forty and purple block equals thirty
1483,blue block equals fifty and green block equals forty and purple block equals forty
1484,blue block equals fifty and green block equals forty and purple block equals fifty
1485,blue block equals fifty and green block equals forty and yellow block equals ten
1486,blue block equals fifty and green block equals forty and yellow block equals twenty
1487,blue block equals fifty and green block equals forty and yellow block equals thirty
1488,blue block equals fifty and green block equals forty and yellow block equals forty
1489,blue block equals fifty and green block equals forty and yellow block equals fifty
1490,blue block equals fifty and green block equals fifty and purple block equals ten
1491,blue block equals fifty and green block equals fifty and purple block equals twenty
1492,blue block equals fifty and green block equals fifty and purple block equals thirty
1493,blue block equals fifty and green block equals fifty and purple block equals forty
1494,blue block equals fifty and green block equals fifty and purple block equals fifty
1495,blue block equals fifty and green block equals fifty and yellow block equals ten
1496,blue block equals fifty and green block equals fifty and yellow block equals twenty
1497,blue block equals fifty and green block equals fifty and yellow block equals thirty
1498,blue block equals fifty and green block equals fifty and yellow block equals forty
1499,blue block equals fifty and green block equals fifty and yellow block equals fifty
1500,blue block equals fifty and purple block equals ten and yellow block equals ten
1501,blue block equals fifty and purple block equals ten and yellow block equals twenty
1502,blue block equals fifty and purple block equals ten and yellow block equals thirty
1503,blue block equals fifty and purple block equals ten and yellow block equals forty
1504,blue block equals fifty and purple block equals ten and yellow block equals fifty
1505,blue block equals fifty and purple block equals twenty and yellow block equals ten
1506,blue block equals fifty and purple block equals twenty and yellow block equals twenty
1507,blue block equals fifty and purple block equals twenty and yellow block equals thirty
1508,blue block equals fifty and purple block equals twenty and yellow block equals forty
1509,blue block equals fifty and purple block equals twenty and yellow block equals fifty
1510,blue block equals fifty and purple block equals thirty and yellow block equals ten
1511,blue block equals fifty and purple block equals thirty and yellow block equals twenty
1512,blue block equals fifty and purple block equals thirty and yellow block equals thirty
1513,blue block equals fifty and purple block equals thirty and yellow block equals forty
1514,blue block equals fifty and purple block equals thirty and yellow block equals fifty
1515,blue block equals fifty and purple block equals forty and yellow block equals ten
1516,blue block equals fifty and purple block equals forty and yellow block equals twenty
1517,blue block equals fifty and purple block equals forty and yellow block equals thirty
1518,blue block equals fifty and purple block equals forty and yellow block equals forty
1519,blue block equals fifty and purple block equals forty and yellow block equals fifty
1520,blue block equals fifty and purple block equals fifty and yellow block equals ten
1521,blue block equals fifty and purple block equals fifty and yellow block equals twenty
1522,blue block equals fifty and purple block equals fifty and yellow block equals thirty
1523,blue block equals fifty and purple block equals fifty and yellow block equals forty
1524,blue block equals fifty and purple block equals fifty and yellow block equals fifty
1525,green block equals ten and purple block equals ten and yellow block equals ten
1526,green block equals ten and purple block equals ten and yellow block equals twenty
1527,green block equals ten and purple block equals ten and yellow block equals thirty
1528,green block equals ten and purple block equals ten and yellow block equals forty
1529,green block equals ten and purple block equals ten and yellow block equals fifty
1530,green block equals ten and purple block equals twenty and yellow block equals ten
1531,green block equals ten and purple block equals twenty and yellow block equals twenty
1532,green block equals ten and purple block equals twenty and yellow block equals thirty
1533,green block equals ten and purple block equals twenty and yellow block equals forty
1534,green block equals ten and purple block equals twenty and yellow block equals fifty
1535,green block equals ten and purple block equals thirty and yellow block equals ten
1536,green block equals ten and purple block equals thirty and yellow block equals twenty
1537,green block equals ten and purple block equals thirty and yellow block equals thirty
1538,green block equals ten and purple block equals thirty and yellow block equals forty
1539,green block equals ten and purple block equals thirty and yellow block equals fifty
1540,green block equals ten and purple block equals forty and yellow block equals ten
1541,green block equals ten and purple block equals forty and yellow block equals twenty
1542,green block equals ten and purple block equals forty and yellow block equals thirty
1543,green block equals ten and purple block equals forty and yellow block equals forty
1544,green block equals ten and purple block equals forty and yellow block equals fifty
1545,green block equals ten and purple block equals fifty and yellow block equals ten
1546,green block equals ten and purple block equals fifty and yellow block equals twenty
1547,green block equals ten and purple block equals fifty and yellow block equals thirty
1548,green block equals ten and purple block equals fifty and yellow block equals forty
1549,green block equals ten and purple block equals fifty and yellow block equals fifty
1550,green block equals twenty and purple block equals ten and yellow block equals ten
1551,green block equals twenty and purple block equals ten and yellow block equals twenty
1552,green block equals twenty and purple block equals ten and yellow block equals thirty
1553,green block equals twenty and purple block equals ten and yellow block equals forty
1554,green block equals twenty and purple block equals ten and yellow block equals fifty
1555,green block equals twenty and purple block equals twenty and yellow block equals ten
1556,green block equals twenty and purple block equals twenty and yellow block equals twenty
1557,green block equals twenty and purple block equals twenty and yellow block equals thirty
1558,green block equals twenty and purple block equals twenty and yellow block equals forty
1559,green block equals twenty and purple block equals twenty and yellow block equals fifty
1560,green block equals twenty and purple block equals thirty and yellow block equals ten
1561,green block equals twenty and purple block equals thirty and yellow block equals twenty
1562,green block equals twenty and purple block equals thirty and yellow block equals thirty
1563,green block equals twenty and purple block equals thirty and yellow block equals forty
1564,green block equals twenty and purple block equals thirty and yellow block equals fifty
1565,green block equals twenty and purple block equals forty and yellow block equals ten
1566,green block equals twenty and purple block equals forty and yellow block equals twenty
1567,green block equals twenty and purple block equals forty and yellow block equals thirty
1568,green block equals twenty and purple block equals forty and yellow block equals forty
1569,green block equals twenty and purple block equals forty and yellow block equals fifty
1570,green block equals twenty and purple block equals fifty and yellow block equals ten
1571,green block equals twenty and purple block equals fifty and yellow block equals twenty
1572,green block equals twenty and purple block equals fifty and yellow block equals thirty
1573,green block equals twenty and purple block equals fifty and yellow block equals forty
1574,green block equals twenty and purple block equals fifty and yellow block equals fifty
1575,green block equals thirty and purple block equals ten and yellow block equals ten
1576,green block equals thirty and purple block equals ten and yellow block equals twenty
1577,green block equals thirty and purple block equals ten and yellow block equals thirty
1578,green block equals thirty and purple block equals ten and yellow block equals forty
1579,green block equals thirty and purple block equals ten and yellow block equals fifty
1580,green block equals thirty and purple block equals twenty and yellow block equals ten
1581,green block equals thirty and purple block equals twenty and yellow block equals twenty
1582,green block equals thirty and purple block equals twenty and yellow block equals thirty
1583,green block equals thirty and purple block equals twenty and yellow block equals forty
1584,green block equals thirty and purple block equals twenty and yellow block equals fifty
1585,green block equals thirty and purple block equals thirty and yellow block equals ten
1586,green block equals thirty and purple block equals thirty and yellow block equals twenty
1587,green block equals thirty and purple block equals thirty and yellow block equals thirty
1588,green block equals thirty and purple block equals thirty and yellow block equals forty
1589,green block equals thirty and purple block equals thirty and yellow block equals fifty
1590,green block equals thirty and purple block equals forty and yellow block equals ten
1591,green block equals thirty and purple block equals forty and yellow block equals twenty
1592,green block equals thirty and purple block equals forty and yellow block equals thirty
1593,green block equals thirty and purple block equals forty and yellow block equals forty
1594,green block equals thirty and purple block equals forty and yellow block equals fifty
1595,green block equals thirty and purple block equals fifty and yellow block equals ten
1596,green block equals thirty and purple block equals fifty and yellow block equals twenty
1597,green block equals thirty and purple block equals fifty and yellow block equals thirty
1598,green block equals thirty and purple block equals fifty and yellow block equals forty
1599,green block equals thirty and purple block equals fifty and yellow block equals fifty
1600,green block equals forty and purple block equals ten and yellow block equals ten
1601,green block equals forty and purple block equals ten and yellow block equals twenty
1602,green block equals forty and purple block equals ten and yellow block equals thirty
1603,green block equals forty and purple block equals ten and yellow block equals forty
1604,green block equals forty and purple block equals ten and yellow block equals fifty
1605,green block equals forty and purple block equals twenty and yellow block equals ten
1606,green block equals forty and purple block equals twenty and yellow block equals twenty
1607,green block equals forty and purple block equals twenty and yellow block equals thirty
1608,green block equals forty and purple block equals twenty and yellow block equals forty
1609,green block equals forty and purple block equals twenty and yellow block equals fifty
1610,green block equals forty and purple block equals thirty and yellow block equals ten
1611,green block equals forty and purple block equals thirty and yellow block equals twenty
1612,green block equals forty and purple block equals thirty and yellow block equals thirty
1613,green block equals forty and purple block equals thirty and yellow block equals forty
1614,green block equals forty and purple block equals thirty and yellow block equals fifty
1615,green block equals forty and purple block equals forty and yellow block equals ten
1616,green block equals forty and purple block equals forty and yellow block equals twenty
1617,green block equals forty and purple block equals forty and yellow block equals thirty
1618,green block equals forty and purple block equals forty and yellow block equals forty
1619,green block equals forty and purple block equals forty and yellow block equals fifty
1620,green block equals forty and purple block equals fifty and yellow block equals ten
1621,green block equals forty and purple block equals fifty and yellow block equals twenty
1622,green block equals forty and purple block equals fifty and yellow block equals thirty
1623,green block equals forty and purple block equals fifty and yellow block equals forty
1624,green block equals forty and purple block equals fifty and yellow block equals fifty
1625,green block equals fifty and purple block equals ten and yellow block equals ten
1626,green block equals fifty and purple block equals ten and yellow block equals twenty
1627,green block equals fifty and purple block equals ten and yellow block equals thirty
1628,green block equals fifty and purple block equals ten and yellow block equals forty
1629,green block equals fifty and purple block equals ten and yellow block equals fifty
1630,green block equals fifty and purple block equals twenty and yellow block equals ten
1631,green block equals fifty and purple block equals twenty and yellow block equals twenty
1632,green block equals fifty and purple block equals twenty and yellow block equals thirty
1633,green block equals fifty and purple block equals twenty and yellow block equals forty
1634,green block equals fifty and purple block equals twenty and yellow block equals fifty
1635,green block equals fifty and purple block equals thirty and yellow block equals ten
1636,green block equals fifty and purple block equals thirty and yellow block equals twenty
1637,green block equals fifty and purple block equals thirty and yellow block equals thirty
1638,green block equals fifty and purple block equals thirty and yellow block equals forty
1639,green block equals fifty and purple block equals thirty and yellow block equals fifty
1640,green block equals fifty and purple block equals forty and yellow block equals ten
1641,green block equals fifty and purple block equals forty and yellow block equals twenty
1642,green block equals fifty and purple block equals forty and yellow block equals thirty
1643,green block equals fifty and purple block equals forty and yellow block equals forty
1644,green block equals fifty and purple block equals forty and yellow block equals fifty
1645,green block equals fifty and purple block equals fifty and yellow block equals ten
1646,green block equals fifty and purple block equals fifty and yellow block equals twenty
1647,green block equals fifty and purple block equals fifty and yellow block equals thirty
1648,green block equals fifty and purple block equals fifty and yellow block equals forty
1649,green block equals fifty and purple block equals fifty and yellow block equals fifty
